Claim Number,Date Received,Incident D,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
2.01501E+12,42027,42004,ATL,Hartsfield-Jackson Atlanta International Airport,-,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01501E+12,42030,41986,ATL,Hartsfield-Jackson Atlanta International Airport,USAir  ,Property Damage,Checked Baggage,-,0,Deny
2.01501E+12,42030,41991,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming; Medical/Science; Other,0,Deny
2.01501E+12,42030,41980,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,0,Deny
2.01501E+12,42032,41941,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories,-,-
2.01501E+12,42032,42018,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Cosmetics & Grooming,0,Deny
2.01501E+12,42032,41937,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Other,12.8,Approve in Full
2.01501E+12,42033,42031,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Personal Electronics,0,Deny
2.01501E+12,42034,42014,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other; Travel Accessories,198.56,Approve in Full
2.01501E+12,42034,42027,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Baggage/Cases/Purses; Cameras; Personal Electronics; Personal Electronics; Travel Accessories,0,Deny
2.01501E+12,42034,42005,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Other,419.72,Approve in Full
2.01502E+12,42037,41951,ATL,Hartsfield-Jackson Atlanta International Airport,Lufthansa  ,Property Damage,Checked Baggage,Clothing,0,Deny
2.01502E+12,42041,42018,ATL,Hartsfield-Jackson Atlanta International Airport,USAir  ,Property Damage,Checkpoint,-,0,Deny
2.01502E+12,42044,41947,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Currency,0,Deny
2.01502E+12,42044,41850,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Other; Travel Accessories,0,Deny
2.01502E+12,42044,42041,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Computer & Accessories,895.56,Settle
2.01502E+12,42044,42033,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Medical/Science,0,Deny
2.01502E+12,42044,42015,ATL,Hartsfield-Jackson Atlanta International Airport,British Airways  ,Property Damage,Checked Baggage,Computer & Accessories,0,Deny
2.01502E+12,42045,42035,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,-,45,Approve in Full
2.01502E+12,42047,42035,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,-,0,Deny
2.01502E+12,42048,42013,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01502E+12,42048,42044,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,-,1742.69,Approve in Full
2.01502E+12,42053,42043,ATL,Hartsfield-Jackson Atlanta International Airport,-,Passenger Property Loss,Checked Baggage,Travel Accessories,13,Approve in Full
2.01502E+12,42053,42048,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,-,0,Deny
2.01502E+12,42055,42042,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,50,Settle
2.01502E+12,42058,42058,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,-,0,Deny
2.01502E+12,42058,42053,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories,695.89,Approve in Full
2.01502E+12,42060,42053,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Other,0,Deny
2.01502E+12,42061,42048,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny
2.01502E+12,42062,42046,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,53,Approve in Full
2.01503E+12,42065,42061,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01503E+12,42067,42036,ATL,Hartsfield-Jackson Atlanta International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny
2.01503E+12,42068,42064,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Automobile Parts & Accessories,0,Deny
2.01503E+12,42069,42036,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Other,0,Deny
2.01503E+12,42072,42049,ATL,Hartsfield-Jackson Atlanta International Airport,-,Property Damage,Checkpoint,Personal Electronics,175,Approve in Full
2.01503E+12,42073,42067,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny
2.01503E+12,42073,42035,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Home Decor,171.64,Settle
2.01503E+12,42075,42069,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Tools & Home Improvement Supplies,84.5,Approve in Full
2.01503E+12,42080,42041,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01503E+12,42081,42078,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Other,Computer & Accessories,-,-
2.01503E+12,42082,42069,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Computer & Accessories,-,-
2.01503E+12,42082,41996,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01503E+12,42083,42071,ATL,Hartsfield-Jackson Atlanta International Airport,UAL  ,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny
2.01503E+12,42083,41875,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories,0,Deny
2.01503E+12,42086,42083,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Personal Electronics,199,Approve in Full
2.01503E+12,42087,42076,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,-,-
2.01503E+12,42088,42077,ATL,Hartsfield-Jackson Atlanta International Airport,-,Property Damage,Checkpoint,-,60,Settle
2.01503E+12,42088,42077,ATL,Hartsfield-Jackson Atlanta International Airport,UAL  ,Property Damage,Checkpoint,Clothing,0,Deny
2.01503E+12,42089,42075,ATL,Hartsfield-Jackson Atlanta International Airport,UAL  ,Passenger Property Loss,Checked Baggage,Other,0,Deny
2.01503E+12,42089,42077,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Personal Electronics,172.98,Approve in Full
2.01503E+12,42090,42080,ATL,Hartsfield-Jackson Atlanta International Airport,-,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01503E+12,42093,42076,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing,0,Deny
2.01504E+12,42094,42069,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2.01504E+12,42095,42055,ATL,Hartsfield-Jackson Atlanta International Airport,USAir  ,Passenger Property Loss,Checked Baggage,-,69.12,Approve in Full
2.01504E+12,42097,42069,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Other,122.74,Approve in Full
2.01504E+12,42097,42068,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Other,0,Deny
2.01504E+12,42097,42059,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Tools & Home Improvement Supplies,0,Deny
2.01504E+12,42102,42090,ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines  ,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny
2.01504E+12,42107,42085,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,-,0,Deny
2.01504E+12,42107,42092,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
2.01504E+12,42107,42104,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,-,-,-
2.01504E+12,42108,42075,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Clothing,32,Approve in Full
2.01504E+12,42108,42108,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing,-,-
2.01504E+12,42109,42093,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01504E+12,42109,42101,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny
2.01504E+12,42110,42093,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Computer & Accessories,0,Deny
2.01504E+12,42111,41835,ATL,Hartsfield-Jackson Atlanta International Airport,-,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
2.01504E+12,42114,42109,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01504E+12,42115,42095,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01504E+12,42115,42095,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"Books, Magazines & Other; Currency; Home Decor; Jewelry & Watches; Other; Toys & Games",-,-
2.01504E+12,42121,42103,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Other,0,Deny
2.01505E+12,42122,42116,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2.01505E+12,42122,42099,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
2.01504E+12,42124,42112,ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines  ,Passenger Property Loss,Checkpoint,Other,112.44,Approve in Full
2.01505E+12,42128,42123,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,17.97,Approve in Full
2.01505E+12,42129,42121,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Personal Electronics,79,Approve in Full
2.01505E+12,42129,42116,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
2.01505E+12,42130,42103,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing; Clothing,0,Deny
2.01505E+12,42132,42102,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Personal Electronics,0,Deny
2.01505E+12,42136,42125,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,0,Deny
2.01505E+12,42138,42085,ATL,Hartsfield-Jackson Atlanta International Airport,-,Property Damage,Checked Baggage,Other,115,Approve in Full
2.01505E+12,42138,42099,ATL,Hartsfield-Jackson Atlanta International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Other,555.8,Approve in Full
2.01505E+12,42138,42134,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Food & Drink; Sporting Equipment & Supplies,0,Deny
2.01505E+12,42138,42135,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"Books, Magazines & Other",25,Approve in Full
2.01505E+12,42140,42118,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Home Decor,300,Approve in Full
2.01506E+12,42140,42132,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Clothing,0,Deny
2.01505E+12,42142,42136,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,"Books, Magazines & Other; Clothing; Cosmetics & Grooming; Food & Drink; Other",0,Deny
2.01505E+12,42142,42127,ATL,Hartsfield-Jackson Atlanta International Airport,-,Property Damage,Checkpoint,Computer & Accessories,0,Deny
2.01505E+12,42143,42050,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Personal Accessories,0,Deny
2.01505E+12,42143,42134,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01505E+12,42143,42095,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Jewelry & Watches,0,Deny
2.01505E+12,42144,42109,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories; Other,-,-
2.01505E+12,42150,42124,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01505E+12,42150,42116,ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines  ,Property Damage,Checked Baggage,Other,-,-
2.01505E+12,42150,42092,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
2.01505E+12,42150,42097,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Medical/Science,0,Deny
2.01505E+12,42150,42141,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Personal Electronics,0,Deny
2.01505E+12,42150,42132,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Baggage/Cases/Purses,75,Approve in Full
2.01506E+12,42150,42148,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,15,Approve in Full
2.01506E+12,42153,42125,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Food & Drink; Food & Drink,0,Deny
2.01506E+12,42153,41911,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Personal Electronics,0,Deny
2.01506E+12,42156,42152,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories,425.38,Settle
2.01506E+12,42158,42153,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
2.01506E+12,42158,42099,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Clothing,0,Deny
2.01506E+12,42159,42155,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Computer & Accessories,132.65,Approve in Full
2.01506E+12,42160,42135,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Clothing; Cosmetics & Grooming,0,Deny
2.01506E+12,42160,42148,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Other,16.43,Approve in Full
2.01506E+12,42163,42136,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Cosmetics & Grooming; Cosmetics & Grooming; Cosmetics & Grooming,0,Deny
2.01506E+12,42163,42137,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Personal Electronics,0,Deny
2.01506E+12,42163,42153,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Office Equipment & Supplies; Office Equipment & Supplies; Office Equipment & Supplies,0,Deny
2.01506E+12,42164,42154,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,56.48,Approve in Full
2.01506E+12,42165,42147,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Clothing; Jewelry & Watches,0,Deny
2.01506E+12,42165,42136,ATL,Hartsfield-Jackson Atlanta International Airport,KLM Royal Dutch Airlines,Passenger Property Loss,Checkpoint,Medical/Science,0,Deny
2.01506E+12,42165,42152,ATL,Hartsfield-Jackson Atlanta International Airport,Frontier Airlines,Passenger Property Loss,Checkpoint,Other,150,Approve in Full
2.01506E+12,42170,42155,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Property Damage,Checkpoint,Clothing,180,Approve in Full
2.01506E+12,42170,42132,ATL,Hartsfield-Jackson Atlanta International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny
2.01506E+12,42170,42159,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny
2.01506E+12,42171,42169,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
2.01506E+12,42171,42140,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
2.01506E+12,42171,42170,ATL,Hartsfield-Jackson Atlanta International Airport,USAir  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Sporting Equipment & Supplies; Travel Accessories,-,-
2.01506E+12,42172,42134,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny
2.01506E+12,42173,42160,ATL,Hartsfield-Jackson Atlanta International Airport,-,Passenger Property Loss,Checked Baggage,Toys & Games; Travel Accessories,0,Deny
2.01506E+12,42177,42172,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
2.01506E+12,42178,42114,ATL,Hartsfield-Jackson Atlanta International Airport,-,Property Damage,Checked Baggage,Clothing; Cosmetics & Grooming,249,Approve in Full
2.01506E+12,42179,42141,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Home Decor,0,Deny
2.01506E+12,42180,42160,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Computer & Accessories,134.9,Settle
2.01506E+12,42180,42170,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny
2.01507E+12,42180,42157,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Computer & Accessories,0,Deny
2.01507E+12,42180,42160,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,815,Approve in Full
2.01507E+12,42187,42168,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny
2.01507E+12,42188,42179,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,90.38,Approve in Full
2.01507E+12,42191,42169,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Personal Accessories,150,Approve in Full
2.01507E+12,42191,42186,ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines  ,Property Damage,Checkpoint,Audio/Video,899,Approve in Full
2.01507E+12,42192,42161,ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines  ,Property Damage,Checkpoint,Computer & Accessories,463,Approve in Full
2.01507E+12,42192,42181,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Sporting Equipment & Supplies,320,Settle
2.01507E+12,42192,42166,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Other,0,Deny
2.01507E+12,42192,42135,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checkpoint,Jewelry & Watches,125,Approve in Full
2.01507E+12,42193,42166,ATL,Hartsfield-Jackson Atlanta International Airport,-,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,-,-
2.01507E+12,42194,42170,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses; Baggage/Cases/Purses; Clothing,0,Deny
2.01507E+12,42194,42188,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01507E+12,42195,42161,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Home Decor,0,Deny
2.01507E+12,42195,42184,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,0,Deny
2.01507E+12,42199,42160,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Other,0,Deny
2.01507E+12,42199,42187,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01507E+12,42199,42191,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches,0,Deny
2.01507E+12,42199,42197,ATL,Hartsfield-Jackson Atlanta International Airport,USAir  ,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
2.01507E+12,42200,42194,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Computer & Accessories; Personal Electronics,-,-
2.01507E+12,42200,42175,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Personal Electronics,0,Deny
2.01507E+12,42200,42181,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
2.01507E+12,42200,42192,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Cameras,0,Deny
2.01507E+12,42202,42168,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Property Damage,Checked Baggage,Cosmetics & Grooming,0,Deny
2.01507E+12,42205,42199,ATL,Hartsfield-Jackson Atlanta International Airport,Southwest Airlines  ,Passenger Property Loss,Checked Baggage,Home Decor,75,Approve in Full
2.01507E+12,42206,42190,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Property Damage,Checkpoint,Personal Electronics,0,Deny
2.01507E+12,42206,42204,ATL,Hartsfield-Jackson Atlanta International Airport,-,Property Damage,Checkpoint,Audio/Video,106.24,Approve in Full
2.01507E+12,42206,42195,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines  ,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
2.01507E+12,42207,42194,ATL,Hartsfield-Jackson Atlanta International Airport,USAir  ,Property Damage,Checkpoint,Computer & Accessories,1400,Settle
